,animacy,order,length,item,verb,particle,WorkerId,acceptability
490,inanim,unshifted,short,3_low_inanim,wish,away,142,4
491,inanim,unshifted,short,14_low_inanim,buy,up,143,3
492,inanim,shifted,long,7_high_inanim,scale,back,145,3
493,anim,shifted,long,6_high_anim,bring,back,97,5
494,anim,unshifted,short,6_high_anim,bring,back,98,5
495,anim,shifted,short,10_low_anim,show,out,149,4
496,inanim,shifted,short,7_high_inanim,scale,back,153,5
497,anim,unshifted,short,13_high_anim,rip,off,99,5
498,inanim,unshifted,short,13_high_inanim,factor,in,100,3
499,anim,shifted,short,18_high_anim,pep,up,101,4
500,anim,shifted,short,7_low_anim,see,off,102,5
501,anim,unshifted,short,18_high_anim,pep,up,103,4
502,anim,shifted,long,13_high_anim,rip,off,104,4
503,anim,shifted,long,6_low_anim,do,in,105,4
504,inanim,unshifted,long,7_low_inanim,move,in,106,3
505,anim,shifted,short,10_low_anim,show,out,2,2
506,anim,unshifted,short,13_low_anim,talk,up,6,4
507,inanim,unshifted,short,10_low_inanim,have,on,7,5
508,inanim,shifted,long,11_low_inanim,deal,out,8,4
509,inanim,shifted,short,7_low_inanim,move,in,10,2
510,anim,shifted,long,10_low_anim,show,out,13,4
511,anim,shifted,long,10_low_anim,show,out,17,3
512,inanim,shifted,short,4_low_inanim,force,back,18,5
513,inanim,unshifted,long,11_low_inanim,deal,out,21,3
514,anim,unshifted,short,10_low_anim,show,out,27,5
515,anim,unshifted,short,8_high_anim,bog,down,28,4
516,anim,shifted,long,18_high_anim,pep,up,32,5
517,anim,shifted,short,14_high_anim,egg,on,154,5
518,inanim,shifted,long,10_low_inanim,have,on,37,5
519,anim,unshifted,short,10_high_anim,rein,in,120,5
520,anim,shifted,long,7_low_anim,see,off,38,4
521,inanim,shifted,short,7_high_inanim,scale,back,121,5
522,inanim,unshifted,short,9_high_inanim,wolf,down,124,3
523,anim,shifted,short,13_low_anim,talk,up,43,3
524,anim,shifted,short,5_low_anim,laugh,down,44,1
525,anim,unshifted,short,3_low_anim,send,away,45,5
526,inanim,shifted,short,9_high_inanim,wolf,down,127,5
527,inanim,shifted,long,13_high_inanim,factor,in,50,5
528,anim,unshifted,long,6_low_anim,do,in,155,1
529,anim,unshifted,long,4_low_anim,drive,back,148,2
530,anim,unshifted,short,4_low_anim,drive,back,58,5
531,anim,shifted,short,13_high_anim,rip,off,60,5
532,anim,unshifted,short,3_low_anim,send,away,61,5
533,inanim,unshifted,short,14_low_inanim,buy,up,134,4
534,inanim,unshifted,short,14_low_inanim,buy,up,66,5
535,anim,shifted,short,4_low_anim,drive,back,71,3
536,anim,unshifted,short,13_low_anim,talk,up,73,5
537,anim,unshifted,long,13_high_anim,rip,off,79,2
538,inanim,unshifted,short,15_high_inanim,pass,on,83,5
539,inanim,unshifted,short,5_high_inanim,squirrel,away,90,5
540,inanim,unshifted,long,16_high_inanim,flesh,out,95,1
541,anim,unshifted,short,6_high_anim,bring,back,96,5
542,anim,unshifted,short,13_low_anim,talk,up,99,4
543,anim,unshifted,short,7_low_anim,see,off,101,5
544,inanim,shifted,short,7_high_inanim,scale,back,105,5
545,inanim,shifted,short,5_low_inanim,argue,down,1,5
546,inanim,shifted,short,9_low_inanim,read,off,107,5
547,inanim,unshifted,short,15_high_inanim,pass,on,2,5
548,inanim,unshifted,long,3_low_inanim,wish,away,5,2
549,inanim,unshifted,long,9_high_inanim,wolf,down,7,4
550,anim,unshifted,long,8_high_anim,bog,down,10,2
551,inanim,shifted,long,20_high_inanim,divvy,up,11,5
552,inanim,shifted,long,13_high_inanim,factor,in,13,4
553,inanim,shifted,short,7_high_inanim,scale,back,112,5
554,anim,unshifted,short,6_high_anim,bring,back,151,5
555,inanim,unshifted,short,11_low_inanim,deal,out,156,4
556,inanim,unshifted,short,7_high_inanim,scale,back,22,4
557,inanim,shifted,long,4_low_inanim,force,back,23,5
558,inanim,unshifted,short,9_low_inanim,read,off,152,3
559,anim,shifted,long,10_high_anim,rein,in,25,4
560,inanim,shifted,long,14_low_inanim,buy,up,26,5
561,inanim,unshifted,short,13_high_inanim,factor,in,27,5
562,inanim,shifted,long,20_high_inanim,divvy,up,28,5
563,inanim,shifted,long,7_high_inanim,scale,back,29,5
564,inanim,shifted,short,11_low_inanim,deal,out,32,5
565,inanim,unshifted,long,3_low_inanim,wish,away,154,3
566,inanim,unshifted,short,5_low_inanim,argue,down,33,5
567,anim,unshifted,long,6_high_anim,bring,back,119,3
568,inanim,shifted,short,16_high_inanim,flesh,out,34,5
569,inanim,shifted,long,5_high_inanim,squirrel,away,36,5
570,anim,shifted,long,13_low_anim,talk,up,120,4
571,inanim,shifted,long,7_high_inanim,scale,back,38,5
572,anim,unshifted,long,15_high_anim,bail,out,123,3
573,inanim,shifted,long,13_high_inanim,factor,in,42,5
574,anim,unshifted,long,6_high_anim,bring,back,50,3
575,anim,shifted,short,9_low_anim,lead,on,128,4
576,anim,shifted,long,13_low_anim,talk,up,52,3
577,inanim,unshifted,short,10_low_inanim,have,on,54,5
578,inanim,unshifted,short,13_high_inanim,factor,in,148,4
579,inanim,unshifted,short,9_low_inanim,read,off,55,5
580,anim,shifted,short,10_high_anim,rein,in,56,4
581,inanim,shifted,short,5_high_inanim,squirrel,away,58,5
582,inanim,shifted,short,5_low_inanim,argue,down,60,5
583,inanim,shifted,long,16_high_inanim,flesh,out,61,2
584,inanim,unshifted,short,4_low_inanim,force,back,132,4
585,anim,shifted,short,6_high_anim,bring,back,62,5
586,inanim,shifted,long,10_low_inanim,have,on,64,5
587,inanim,shifted,short,9_high_inanim,wolf,down,68,4
588,anim,shifted,short,6_high_anim,bring,back,135,4
589,anim,shifted,long,7_low_anim,see,off,69,3
590,inanim,shifted,long,7_high_inanim,scale,back,71,4
591,anim,shifted,short,5_high_anim,scare,away,136,5
592,inanim,shifted,short,11_low_inanim,deal,out,137,4
593,inanim,shifted,long,15_high_inanim,pass,on,73,5
594,inanim,shifted,short,9_low_inanim,read,off,74,5
595,anim,unshifted,long,3_low_anim,send,away,75,2
596,anim,unshifted,short,9_low_anim,lead,on,76,5
597,inanim,shifted,short,4_low_inanim,force,back,79,4
598,anim,shifted,long,8_high_anim,bog,down,80,5
599,anim,shifted,long,14_high_anim,egg,on,82,2
600,inanim,unshifted,long,5_low_inanim,argue,down,83,2
601,inanim,shifted,short,11_low_inanim,deal,out,140,5
602,inanim,unshifted,short,5_low_inanim,argue,down,87,5
603,inanim,shifted,short,9_low_inanim,read,off,88,4
604,anim,unshifted,long,10_high_anim,rein,in,89,3
605,inanim,shifted,short,7_high_inanim,scale,back,91,5
606,anim,shifted,short,5_high_anim,scare,away,92,5
607,inanim,shifted,long,3_low_inanim,wish,away,93,3
608,inanim,shifted,long,20_high_inanim,divvy,up,141,5
609,inanim,shifted,long,11_low_inanim,deal,out,95,5
610,inanim,shifted,short,13_high_inanim,factor,in,96,5
611,inanim,unshifted,short,15_high_inanim,pass,on,143,5
612,inanim,shifted,short,20_high_inanim,divvy,up,98,5
613,inanim,unshifted,short,15_high_inanim,pass,on,101,5
614,anim,unshifted,long,15_high_anim,bail,out,102,4
615,anim,unshifted,long,9_low_anim,lead,on,103,2
616,inanim,shifted,short,15_high_inanim,pass,on,104,5
617,anim,shifted,short,6_high_anim,bring,back,105,5
618,anim,unshifted,long,6_high_anim,bring,back,1,4
619,anim,shifted,short,8_high_anim,bog,down,107,3
620,anim,unshifted,short,6_high_anim,bring,back,2,5
621,anim,unshifted,long,3_low_anim,send,away,109,2
622,anim,unshifted,short,13_high_anim,rip,off,6,5
623,anim,shifted,short,14_high_anim,egg,on,7,5
624,anim,unshifted,long,15_high_anim,bail,out,8,3
625,inanim,shifted,long,5_high_inanim,squirrel,away,9,5
626,anim,shifted,short,7_low_anim,see,off,10,2
627,inanim,unshifted,long,9_low_inanim,read,off,110,4
628,inanim,shifted,short,5_low_inanim,argue,down,11,5
629,inanim,shifted,short,4_low_inanim,force,back,12,5
630,inanim,unshifted,short,9_low_inanim,read,off,13,5
631,inanim,unshifted,short,10_low_inanim,have,on,112,5
632,inanim,shifted,long,3_low_inanim,wish,away,15,2
633,inanim,shifted,short,11_low_inanim,deal,out,16,3
634,anim,shifted,long,18_high_anim,pep,up,113,4
635,anim,shifted,short,6_low_anim,do,in,114,5
636,anim,unshifted,short,3_low_anim,send,away,115,5
637,anim,shifted,long,3_low_anim,send,away,19,4
638,inanim,shifted,short,7_high_inanim,scale,back,20,4
639,anim,shifted,long,9_low_anim,lead,on,21,4
640,anim,unshifted,short,14_high_anim,egg,on,22,5
641,inanim,shifted,long,13_high_inanim,factor,in,23,5
642,anim,unshifted,long,13_high_anim,rip,off,24,2
643,anim,shifted,long,5_low_anim,laugh,down,25,2
644,inanim,unshifted,long,14_low_inanim,buy,up,28,2
645,inanim,shifted,long,7_low_inanim,move,in,29,5
646,anim,shifted,short,5_high_anim,scare,away,30,5
647,anim,unshifted,short,13_low_anim,talk,up,31,3
648,anim,unshifted,short,9_low_anim,lead,on,32,5
649,inanim,unshifted,short,9_high_inanim,wolf,down,119,4
650,inanim,unshifted,long,10_low_inanim,have,on,34,2
651,anim,shifted,long,10_high_anim,rein,in,35,5
652,anim,shifted,long,5_high_anim,scare,away,36,5
653,inanim,unshifted,short,16_high_inanim,flesh,out,37,4
654,inanim,unshifted,long,10_low_inanim,have,on,38,4
655,inanim,shifted,long,7_low_inanim,move,in,122,2
656,inanim,shifted,short,4_low_inanim,force,back,39,5
657,inanim,unshifted,long,3_low_inanim,wish,away,123,1
658,inanim,shifted,long,7_high_inanim,scale,back,41,5
659,anim,unshifted,short,9_low_anim,lead,on,42,3
660,anim,shifted,short,10_high_anim,rein,in,44,5
661,inanim,unshifted,long,11_low_inanim,deal,out,45,4
662,inanim,unshifted,long,13_high_inanim,factor,in,46,2
663,inanim,shifted,short,10_low_inanim,have,on,47,4
664,anim,unshifted,short,15_high_anim,bail,out,126,5
665,anim,shifted,long,7_low_anim,see,off,127,5
666,inanim,shifted,long,11_low_inanim,deal,out,48,3
667,anim,shifted,short,13_low_anim,talk,up,50,5
668,inanim,unshifted,long,7_high_inanim,scale,back,51,4
669,anim,unshifted,short,14_high_anim,egg,on,155,5
670,inanim,unshifted,long,11_low_inanim,deal,out,53,2
671,anim,unshifted,short,9_low_anim,lead,on,55,4
672,anim,shifted,long,5_low_anim,laugh,down,129,2
673,anim,shifted,long,9_low_anim,lead,on,56,2
674,inanim,unshifted,long,20_high_inanim,divvy,up,130,2
675,inanim,unshifted,long,14_low_inanim,buy,up,58,4
676,inanim,shifted,short,4_low_inanim,force,back,59,5
677,inanim,unshifted,short,7_low_inanim,move,in,61,5
678,anim,shifted,short,7_low_anim,see,off,132,4
679,anim,unshifted,short,5_low_anim,laugh,down,62,3
680,inanim,unshifted,long,11_low_inanim,deal,out,133,2
681,anim,unshifted,long,7_low_anim,see,off,64,4
682,anim,unshifted,short,5_high_anim,scare,away,65,5
683,anim,unshifted,short,7_low_anim,see,off,66,5
684,anim,shifted,long,3_low_anim,send,away,67,5
685,inanim,shifted,long,7_low_inanim,move,in,68,4
686,inanim,shifted,short,14_low_inanim,buy,up,135,5
687,anim,unshifted,long,10_high_anim,rein,in,69,2
688,anim,shifted,short,14_high_anim,egg,on,70,5
689,inanim,shifted,short,9_low_inanim,read,off,71,5
690,anim,shifted,short,6_low_anim,do,in,136,4
691,inanim,shifted,long,13_high_inanim,factor,in,72,4
692,inanim,unshifted,short,11_low_inanim,deal,out,73,5
693,inanim,shifted,short,16_high_inanim,flesh,out,74,4
694,inanim,shifted,short,5_high_inanim,squirrel,away,75,5
695,anim,unshifted,short,8_high_anim,bog,down,76,5
696,inanim,shifted,long,16_high_inanim,flesh,out,77,4
697,inanim,shifted,long,5_low_inanim,argue,down,78,4
698,inanim,unshifted,short,7_low_inanim,move,in,80,2
699,inanim,unshifted,short,14_low_inanim,buy,up,138,5
700,inanim,unshifted,short,11_low_inanim,deal,out,82,3
701,anim,unshifted,long,13_low_anim,talk,up,83,1
702,anim,unshifted,long,15_high_anim,bail,out,84,2
703,anim,shifted,short,3_low_anim,send,away,85,4
704,anim,shifted,long,10_high_anim,rein,in,140,5
705,inanim,unshifted,long,14_low_inanim,buy,up,86,3
706,anim,unshifted,short,13_high_anim,rip,off,88,4
707,inanim,shifted,short,9_low_inanim,read,off,89,4
708,anim,shifted,long,6_low_anim,do,in,91,4
709,inanim,unshifted,short,3_low_inanim,wish,away,92,2
710,anim,shifted,long,4_low_anim,drive,back,93,4
711,inanim,shifted,short,5_low_inanim,argue,down,141,4
712,anim,shifted,long,15_high_anim,bail,out,94,4
713,anim,unshifted,short,10_high_anim,rein,in,95,4
714,anim,unshifted,long,13_low_anim,talk,up,96,2
715,anim,unshifted,short,8_high_anim,bog,down,142,4
716,inanim,shifted,long,9_low_inanim,read,off,143,5
717,inanim,shifted,long,7_high_inanim,scale,back,144,5
718,inanim,unshifted,long,13_high_inanim,factor,in,97,3
719,anim,shifted,long,15_high_anim,bail,out,98,5
720,anim,unshifted,long,6_low_anim,do,in,149,1
721,anim,shifted,long,14_high_anim,egg,on,99,5
722,inanim,unshifted,long,9_high_inanim,wolf,down,100,3
723,anim,unshifted,long,13_high_anim,rip,off,101,2
724,anim,unshifted,short,10_low_anim,show,out,102,5
725,anim,unshifted,long,8_high_anim,bog,down,103,3
726,anim,unshifted,long,15_high_anim,bail,out,104,1
727,anim,shifted,short,3_low_anim,send,away,105,5
728,anim,shifted,long,9_low_anim,lead,on,2,4
729,anim,unshifted,short,13_low_anim,talk,up,3,3
730,inanim,shifted,short,9_low_inanim,read,off,6,5
731,anim,shifted,long,13_low_anim,talk,up,7,2
732,anim,shifted,short,14_high_anim,egg,on,9,5
733,anim,unshifted,long,4_low_anim,drive,back,110,3
734,anim,unshifted,short,6_high_anim,bring,back,111,5
735,anim,unshifted,short,15_high_anim,bail,out,13,5
736,inanim,shifted,long,7_low_inanim,move,in,14,1
737,anim,unshifted,long,5_low_anim,laugh,down,150,1
738,inanim,shifted,short,20_high_inanim,divvy,up,15,5
739,anim,unshifted,long,6_high_anim,bring,back,17,2
740,anim,shifted,short,10_high_anim,rein,in,18,4
741,inanim,unshifted,long,7_high_inanim,scale,back,114,5
742,inanim,unshifted,short,14_low_inanim,buy,up,115,4
743,inanim,unshifted,long,20_high_inanim,divvy,up,19,4
744,inanim,unshifted,long,5_low_inanim,argue,down,22,3
745,inanim,shifted,short,5_low_inanim,argue,down,25,4
746,anim,unshifted,short,15_high_anim,bail,out,28,5
747,inanim,unshifted,long,9_high_inanim,wolf,down,118,2
748,anim,unshifted,short,13_low_anim,talk,up,33,5
749,anim,shifted,long,14_high_anim,egg,on,38,5
750,anim,unshifted,short,6_low_anim,do,in,122,2
751,anim,shifted,short,5_low_anim,laugh,down,39,2
752,inanim,unshifted,short,3_low_inanim,wish,away,42,4
753,inanim,shifted,long,20_high_inanim,divvy,up,43,4
754,anim,unshifted,short,14_high_anim,egg,on,47,5
755,anim,unshifted,long,3_low_anim,send,away,126,4
756,anim,unshifted,short,5_low_anim,laugh,down,48,4
757,anim,shifted,short,15_high_anim,bail,out,128,5
758,anim,unshifted,short,3_low_anim,send,away,155,5
759,anim,shifted,long,5_high_anim,scare,away,54,4
760,anim,shifted,long,13_low_anim,talk,up,148,4
761,inanim,shifted,short,5_low_inanim,argue,down,129,4
762,anim,unshifted,short,6_low_anim,do,in,57,3
763,anim,unshifted,long,3_low_anim,send,away,58,1
764,inanim,shifted,short,13_high_inanim,factor,in,133,5
765,anim,unshifted,long,18_high_anim,pep,up,67,1
766,anim,shifted,long,3_low_anim,send,away,71,3
767,anim,shifted,short,9_low_anim,lead,on,73,5
768,anim,unshifted,long,15_high_anim,bail,out,78,3
769,anim,shifted,long,8_high_anim,bog,down,79,2
770,inanim,shifted,long,9_high_inanim,wolf,down,80,4
771,anim,unshifted,long,5_low_anim,laugh,down,89,3
772,inanim,shifted,short,9_low_inanim,read,off,90,5
773,anim,unshifted,long,5_low_anim,laugh,down,99,1
774,anim,shifted,short,10_low_anim,show,out,101,2
775,inanim,unshifted,long,9_low_inanim,read,off,105,5
776,anim,shifted,short,13_low_anim,talk,up,106,5
777,inanim,shifted,short,3_low_inanim,wish,away,107,3
778,inanim,unshifted,short,20_high_inanim,divvy,up,7,4
779,inanim,unshifted,short,4_low_inanim,force,back,9,4
780,inanim,unshifted,short,20_high_inanim,divvy,up,10,4
781,anim,unshifted,short,15_high_anim,bail,out,11,5
782,inanim,shifted,long,3_low_inanim,wish,away,111,5
783,inanim,unshifted,long,7_high_inanim,scale,back,13,5
784,inanim,unshifted,long,15_high_inanim,pass,on,17,4
785,inanim,shifted,short,10_low_inanim,have,on,151,5
786,inanim,shifted,long,9_low_inanim,read,off,21,5
787,anim,shifted,short,13_high_anim,rip,off,25,5
788,inanim,shifted,short,9_low_inanim,read,off,26,5
789,anim,shifted,short,6_high_anim,bring,back,116,5
790,anim,shifted,short,14_high_anim,egg,on,27,4
791,inanim,shifted,short,14_high_inanim,stave,off,28,4
792,anim,unshifted,long,10_low_anim,show,out,29,2
793,anim,unshifted,short,5_high_anim,scare,away,31,5
794,inanim,unshifted,short,10_low_inanim,have,on,154,5
795,inanim,shifted,short,11_low_inanim,deal,out,37,4
796,anim,shifted,long,5_high_anim,scare,away,121,5
797,anim,shifted,short,8_high_anim,bog,down,122,4
798,inanim,shifted,long,5_high_inanim,squirrel,away,123,2
799,inanim,unshifted,long,7_low_inanim,move,in,126,3
800,anim,shifted,long,18_high_anim,pep,up,50,5
801,inanim,shifted,short,7_low_inanim,move,in,52,4
802,inanim,shifted,short,14_low_inanim,buy,up,54,2
803,anim,unshifted,short,18_high_anim,pep,up,148,5
804,anim,unshifted,long,5_high_anim,scare,away,56,3
805,inanim,unshifted,short,14_high_inanim,stave,off,57,1
806,anim,unshifted,long,6_high_anim,bring,back,58,2
807,inanim,unshifted,short,10_low_inanim,have,on,132,5
808,inanim,shifted,short,5_high_inanim,squirrel,away,64,5
809,inanim,shifted,short,3_low_inanim,wish,away,65,5
810,inanim,unshifted,long,13_high_inanim,factor,in,68,2
811,anim,unshifted,short,10_low_anim,show,out,135,5
812,inanim,shifted,short,9_high_inanim,wolf,down,71,5
813,inanim,unshifted,short,3_low_inanim,wish,away,137,4
814,inanim,shifted,short,3_low_inanim,wish,away,74,5
815,inanim,unshifted,short,7_low_inanim,move,in,79,4
816,inanim,shifted,short,10_low_inanim,have,on,139,4
817,inanim,unshifted,long,11_low_inanim,deal,out,83,2
818,anim,unshifted,long,14_high_anim,egg,on,86,2
819,inanim,unshifted,long,10_low_inanim,have,on,88,1
820,anim,unshifted,short,13_high_anim,rip,off,90,5
821,inanim,shifted,long,5_high_inanim,squirrel,away,95,4
822,inanim,shifted,long,13_high_inanim,factor,in,142,5
823,inanim,shifted,short,13_high_inanim,factor,in,98,5
824,inanim,unshifted,long,5_low_inanim,argue,down,101,4
825,anim,unshifted,long,4_low_anim,drive,back,103,2
826,inanim,shifted,long,5_high_inanim,squirrel,away,104,5
827,inanim,unshifted,long,16_high_inanim,flesh,out,105,2
828,inanim,shifted,short,5_low_inanim,argue,down,106,5
829,inanim,unshifted,long,7_low_inanim,move,in,1,2
830,anim,unshifted,short,13_high_anim,rip,off,107,5
831,inanim,unshifted,long,5_high_inanim,squirrel,away,4,4
832,anim,shifted,short,13_high_anim,rip,off,109,4
833,anim,shifted,long,6_high_anim,bring,back,6,4
834,anim,shifted,long,13_high_anim,rip,off,7,4
835,inanim,shifted,short,14_low_inanim,buy,up,8,4
836,anim,unshifted,short,10_low_anim,show,out,10,5
837,inanim,shifted,long,11_low_inanim,deal,out,110,4
838,inanim,unshifted,short,3_low_inanim,wish,away,11,5
839,anim,unshifted,long,13_low_anim,talk,up,111,4
840,inanim,shifted,long,10_low_inanim,have,on,13,5
841,inanim,unshifted,long,9_high_inanim,wolf,down,112,4
842,inanim,shifted,long,4_low_inanim,force,back,16,3
843,inanim,unshifted,short,9_low_inanim,read,off,17,5
844,anim,shifted,short,10_low_anim,show,out,151,4
845,anim,unshifted,short,7_low_anim,see,off,115,4
846,inanim,shifted,long,5_high_inanim,squirrel,away,20,5
847,anim,unshifted,long,6_low_anim,do,in,21,1
848,anim,shifted,long,15_high_anim,bail,out,22,5
849,inanim,shifted,short,14_high_inanim,stave,off,23,5
850,inanim,unshifted,long,7_low_inanim,move,in,152,1
851,anim,unshifted,short,4_low_anim,drive,back,25,5
